image_name	captions
13.png	[{'k': '0.3778', 'dist_from_thresh:': '0.3778', 'vagueness': 'same', 'prob_RH_R_true': '0.8617', 'caption_true': 'The blue square is a big square'}, {'k': '0.3778', 'prob_RH_R_false': '0.1383', 'dist_from_thresh': '0.3778', 'caption_false': 'The blue square is a small square', 'vagueness': 'same'}]
14.png	[{'k': '0.1852', 'dist_from_thresh:': '0.307', 'vagueness': 'same', 'prob_RH_R_true': '0.9992', 'caption_true': 'The green square is a small square'}, {'k': '0.1852', 'prob_RH_R_false': '0.0008', 'dist_from_thresh': '0.307', 'caption_false': 'The green square is a big square', 'vagueness': 'same'}]
14.png	[{'k': '0.1852', 'dist_from_thresh:': '0.1586', 'vagueness': 'same', 'prob_RH_R_true': '0.9478', 'caption_true': 'The red square is a small square'}, {'k': '0.1852', 'prob_RH_R_false': '0.0522', 'dist_from_thresh': '0.1586', 'caption_false': 'The red square is a big square', 'vagueness': 'same'}]
15.png	[{'k': '0.2313', 'dist_from_thresh:': '0.7169', 'vagueness': 'same', 'prob_RH_R_true': '1.0', 'caption_true': 'The blue rectangle is a small rectangle'}, {'k': '0.2313', 'prob_RH_R_false': '0.0', 'dist_from_thresh': '0.7169', 'caption_false': 'The blue rectangle is a big rectangle', 'vagueness': 'same'}]
16.png	[{'k': '0.1467', 'dist_from_thresh:': '0.3455', 'vagueness': 'same', 'prob_RH_R_true': '0.9998', 'caption_true': 'The yellow rectangle is a small rectangle'}, {'k': '0.1467', 'prob_RH_R_false': '0.0002', 'dist_from_thresh': '0.3455', 'caption_false': 'The yellow rectangle is a big rectangle', 'vagueness': 'same'}]
17.png	[{'k': '0.3313', 'dist_from_thresh:': '0.5125', 'vagueness': 'same', 'prob_RH_R_true': '1.0', 'caption_true': 'The white rectangle is a small rectangle'}, {'k': '0.3313', 'prob_RH_R_false': '0.0', 'dist_from_thresh': '0.5125', 'caption_false': 'The white rectangle is a big rectangle', 'vagueness': 'same'}]
18.png	[{'k': '0.3219', 'dist_from_thresh:': '0.5219', 'vagueness': 'same', 'prob_RH_R_true': '1.0', 'caption_true': 'The yellow rectangle is a small rectangle'}, {'k': '0.3219', 'prob_RH_R_false': '0.0', 'dist_from_thresh': '0.5219', 'caption_false': 'The yellow rectangle is a big rectangle', 'vagueness': 'same'}]
19.png	[{'k': '0.2455', 'dist_from_thresh:': '0.4345', 'vagueness': 'same', 'prob_RH_R_true': '0.9954', 'caption_true': 'The green rectangle is a small rectangle'}, {'k': '0.2455', 'prob_RH_R_false': '0.0046', 'dist_from_thresh': '0.4345', 'caption_false': 'The green rectangle is a big rectangle', 'vagueness': 'same'}]
19.png	[{'k': '0.2455', 'dist_from_thresh:': '0.2345', 'vagueness': 'same', 'prob_RH_R_true': '0.9203', 'caption_true': 'The red rectangle is a small rectangle'}, {'k': '0.2455', 'prob_RH_R_false': '0.0797', 'dist_from_thresh': '0.2345', 'caption_false': 'The red rectangle is a big rectangle', 'vagueness': 'same'}]
19.png	[{'k': '0.2455', 'dist_from_thresh:': '0.4345', 'vagueness': 'same', 'prob_RH_R_true': '0.9954', 'caption_true': 'The blue rectangle is a small rectangle'}, {'k': '0.2455', 'prob_RH_R_false': '0.0046', 'dist_from_thresh': '0.4345', 'caption_false': 'The blue rectangle is a big rectangle', 'vagueness': 'same'}]
