image_name	captions
12.png	[{'vagueness': 'same', 'caption_true': 'The red square is a big square', 'prob_RH_R_true': '0.7262', 'dist_from_thresh:': '0.2784', 'k': '0.2784'}, {'dist_from_thresh': '0.2784', 'vagueness': 'same', 'prob_RH_R_false': '0.2738', 'caption_false': 'The red square is a small square', 'k': '0.2784'}]
13.png	[{'vagueness': 'same', 'caption_true': 'The blue rectangle is a big rectangle', 'prob_RH_R_true': '0.7685', 'dist_from_thresh:': '0.085', 'k': '0.2979'}, {'dist_from_thresh': '0.085', 'vagueness': 'same', 'prob_RH_R_false': '0.2315', 'caption_false': 'The blue rectangle is a small rectangle', 'k': '0.2979'}]
13.png	[{'vagueness': 'same', 'caption_true': 'The white rectangle is a small rectangle', 'prob_RH_R_true': '1.0', 'dist_from_thresh:': '0.7021', 'k': '0.2979'}, {'dist_from_thresh': '0.7021', 'vagueness': 'same', 'prob_RH_R_false': '0.0', 'caption_false': 'The white rectangle is a big rectangle', 'k': '0.2979'}]
14.png	[{'vagueness': 'same', 'caption_true': 'The white rectangle is a small rectangle', 'prob_RH_R_true': '0.9998', 'dist_from_thresh:': '0.6238', 'k': '0.2789'}, {'dist_from_thresh': '0.6238', 'vagueness': 'same', 'prob_RH_R_false': '0.0002', 'caption_false': 'The white rectangle is a big rectangle', 'k': '0.2789'}]
15.png	[{'vagueness': 'same', 'caption_true': 'The white rectangle is a small rectangle', 'prob_RH_R_true': '0.9997', 'dist_from_thresh:': '0.5079', 'k': '0.3392'}, {'dist_from_thresh': '0.5079', 'vagueness': 'same', 'prob_RH_R_false': '0.0003', 'caption_false': 'The white rectangle is a big rectangle', 'k': '0.3392'}]
16.png	[{'vagueness': 'same', 'caption_true': 'The yellow circle is a small circle', 'prob_RH_R_true': '0.9999', 'dist_from_thresh:': '0.5268', 'k': '0.2324'}, {'dist_from_thresh': '0.5268', 'vagueness': 'same', 'prob_RH_R_false': '0.0001', 'caption_false': 'The yellow circle is a big circle', 'k': '0.2324'}]
16.png	[{'vagueness': 'same', 'caption_true': 'The green circle is a small circle', 'prob_RH_R_true': '1.0', 'dist_from_thresh:': '0.6249', 'k': '0.2324'}, {'dist_from_thresh': '0.6249', 'vagueness': 'same', 'prob_RH_R_false': '0.0', 'caption_false': 'The green circle is a big circle', 'k': '0.2324'}]
17.png	[{'vagueness': 'same', 'caption_true': 'The yellow square is a big square', 'prob_RH_R_true': '0.5524', 'dist_from_thresh:': '0.0196', 'k': '0.2458'}, {'dist_from_thresh': '0.0196', 'vagueness': 'same', 'prob_RH_R_false': '0.4476', 'caption_false': 'The yellow square is a small square', 'k': '0.2458'}]
18.png	[{'vagueness': 'same', 'caption_true': 'The green square is a big square', 'prob_RH_R_true': '0.9058', 'dist_from_thresh:': '0.411', 'k': '0.411'}, {'dist_from_thresh': '0.411', 'vagueness': 'same', 'prob_RH_R_false': '0.0942', 'caption_false': 'The green square is a small square', 'k': '0.411'}]
18.png	[{'vagueness': 'same', 'caption_true': 'The white square is a small square', 'prob_RH_R_true': '0.7273', 'dist_from_thresh:': '0.189', 'k': '0.411'}, {'dist_from_thresh': '0.189', 'vagueness': 'same', 'prob_RH_R_false': '0.2727', 'caption_false': 'The white square is a big square', 'k': '0.411'}]
18.png	[{'vagueness': 'same', 'caption_true': 'The blue triangle is a small triangle', 'prob_RH_R_true': '0.9669', 'dist_from_thresh:': '0.589', 'k': '0.411'}, {'dist_from_thresh': '0.589', 'vagueness': 'same', 'prob_RH_R_false': '0.0331', 'caption_false': 'The blue triangle is a big triangle', 'k': '0.411'}]
19.png	[{'vagueness': 'same', 'caption_true': 'The blue circle is a small circle', 'prob_RH_R_true': '0.8943', 'dist_from_thresh:': '0.2762', 'k': '0.3495'}, {'dist_from_thresh': '0.2762', 'vagueness': 'same', 'prob_RH_R_false': '0.1057', 'caption_false': 'The blue circle is a big circle', 'k': '0.3495'}]
19.png	[{'vagueness': 'same', 'caption_true': 'The green circle is a big circle', 'prob_RH_R_true': '0.9431', 'dist_from_thresh:': '0.3495', 'k': '0.3495'}, {'dist_from_thresh': '0.3495', 'vagueness': 'same', 'prob_RH_R_false': '0.0569', 'caption_false': 'The green circle is a small circle', 'k': '0.3495'}]
