image_name	captions
10.png	[{'prob_RH_R_true': '1.0', 'dist_from_thresh:': '0.6423', 'vagueness': 'same', 'caption_true': 'The yellow circle is a small object', 'k': '0.3299'}, {'vagueness': 'same', 'prob_RH_R_false': '0.0', 'k': '0.3299', 'caption_false': 'The yellow circle is a big object', 'dist_from_thresh': '0.6423'}]
11.png	[{'prob_RH_R_true': '0.7235', 'dist_from_thresh:': '0.0883', 'vagueness': 'same', 'caption_true': 'The green triangle is a big object', 'k': '0.3145'}, {'vagueness': 'same', 'prob_RH_R_false': '0.2765', 'k': '0.3145', 'caption_false': 'The green triangle is a small object', 'dist_from_thresh': '0.0883'}]
11.png	[{'prob_RH_R_true': '0.7784', 'dist_from_thresh:': '0.1141', 'vagueness': 'same', 'caption_true': 'The yellow square is a small object', 'k': '0.3145'}, {'vagueness': 'same', 'prob_RH_R_false': '0.2216', 'k': '0.3145', 'caption_false': 'The yellow square is a big object', 'dist_from_thresh': '0.1141'}]
12.png	[{'prob_RH_R_true': '0.5236', 'dist_from_thresh:': '0.0103', 'vagueness': 'different', 'caption_true': 'The red rectangle is a small object', 'k': '0.2543'}, {'vagueness': 'different', 'prob_RH_R_false': '0.4764', 'k': '0.2543', 'caption_false': 'The red rectangle is a big object', 'dist_from_thresh': '0.0103'}]
12.png	[{'prob_RH_R_true': '0.9221', 'dist_from_thresh:': '0.247', 'vagueness': 'same', 'caption_true': 'The red square is a small object', 'k': '0.2543'}, {'vagueness': 'same', 'prob_RH_R_false': '0.0779', 'k': '0.2543', 'caption_false': 'The red square is a big object', 'dist_from_thresh': '0.247'}]
12.png	[{'prob_RH_R_true': '0.9268', 'dist_from_thresh:': '0.2529', 'vagueness': 'same', 'caption_true': 'The red circle is a small object', 'k': '0.2543'}, {'vagueness': 'same', 'prob_RH_R_false': '0.0732', 'k': '0.2543', 'caption_false': 'The red circle is a big object', 'dist_from_thresh': '0.2529'}]
12.png	[{'prob_RH_R_true': '0.5236', 'dist_from_thresh:': '0.0103', 'vagueness': 'different', 'caption_true': 'The yellow square is a small object', 'k': '0.2543'}, {'vagueness': 'different', 'prob_RH_R_false': '0.4764', 'k': '0.2543', 'caption_false': 'The yellow square is a big object', 'dist_from_thresh': '0.0103'}]
13.png	[{'prob_RH_R_true': '1.0', 'dist_from_thresh:': '0.6212', 'vagueness': 'same', 'caption_true': 'The red triangle is a small object', 'k': '0.3'}, {'vagueness': 'same', 'prob_RH_R_false': '0.0', 'k': '0.3', 'caption_false': 'The red triangle is a big object', 'dist_from_thresh': '0.6212'}]
13.png	[{'prob_RH_R_true': '1.0', 'dist_from_thresh:': '0.6212', 'vagueness': 'same', 'caption_true': 'The green square is a small object', 'k': '0.3'}, {'vagueness': 'same', 'prob_RH_R_false': '0.0', 'k': '0.3', 'caption_false': 'The green square is a big object', 'dist_from_thresh': '0.6212'}]
13.png	[{'prob_RH_R_true': '1.0', 'dist_from_thresh:': '0.59', 'vagueness': 'same', 'caption_true': 'The blue circle is a small object', 'k': '0.3'}, {'vagueness': 'same', 'prob_RH_R_false': '0.0', 'k': '0.3', 'caption_false': 'The blue circle is a big object', 'dist_from_thresh': '0.59'}]
13.png	[{'prob_RH_R_true': '1.0', 'dist_from_thresh:': '0.5142', 'vagueness': 'same', 'caption_true': 'The green circle is a small object', 'k': '0.3'}, {'vagueness': 'same', 'prob_RH_R_false': '0.0', 'k': '0.3', 'caption_false': 'The green circle is a big object', 'dist_from_thresh': '0.5142'}]
13.png	[{'prob_RH_R_true': '1.0', 'dist_from_thresh:': '0.5423', 'vagueness': 'same', 'caption_true': 'The white square is a small object', 'k': '0.3'}, {'vagueness': 'same', 'prob_RH_R_false': '0.0', 'k': '0.3', 'caption_false': 'The white square is a big object', 'dist_from_thresh': '0.5423'}]
14.png	[{'prob_RH_R_true': '0.7861', 'dist_from_thresh:': '0.1739', 'vagueness': 'same', 'caption_true': 'The yellow triangle is a small object', 'k': '0.3175'}, {'vagueness': 'same', 'prob_RH_R_false': '0.2139', 'k': '0.3175', 'caption_false': 'The yellow triangle is a big object', 'dist_from_thresh': '0.1739'}]
14.png	[{'prob_RH_R_true': '0.9825', 'dist_from_thresh:': '0.4624', 'vagueness': 'same', 'caption_true': 'The yellow circle is a small object', 'k': '0.3175'}, {'vagueness': 'same', 'prob_RH_R_false': '0.0175', 'k': '0.3175', 'caption_false': 'The yellow circle is a big object', 'dist_from_thresh': '0.4624'}]
15.png	[{'prob_RH_R_true': '0.9997', 'dist_from_thresh:': '0.3747', 'vagueness': 'same', 'caption_true': 'The blue circle is a small object', 'k': '0.35'}, {'vagueness': 'same', 'prob_RH_R_false': '0.0003', 'k': '0.35', 'caption_false': 'The blue circle is a big object', 'dist_from_thresh': '0.3747'}]
15.png	[{'prob_RH_R_true': '0.9145', 'dist_from_thresh:': '0.1501', 'vagueness': 'same', 'caption_true': 'The green triangle is a small object', 'k': '0.35'}, {'vagueness': 'same', 'prob_RH_R_false': '0.0855', 'k': '0.35', 'caption_false': 'The green triangle is a big object', 'dist_from_thresh': '0.1501'}]
16.png	[{'prob_RH_R_true': '0.5452', 'dist_from_thresh:': '0.0162', 'vagueness': 'same', 'caption_true': 'The blue rectangle is a big object', 'k': '0.2335'}, {'vagueness': 'same', 'prob_RH_R_false': '0.4548', 'k': '0.2335', 'caption_false': 'The blue rectangle is a small object', 'dist_from_thresh': '0.0162'}]
16.png	[{'prob_RH_R_true': '0.9907', 'dist_from_thresh:': '0.3362', 'vagueness': 'same', 'caption_true': 'The yellow circle is a small object', 'k': '0.2335'}, {'vagueness': 'same', 'prob_RH_R_false': '0.0093', 'k': '0.2335', 'caption_false': 'The yellow circle is a big object', 'dist_from_thresh': '0.3362'}]
17.png	[{'prob_RH_R_true': '1.0', 'dist_from_thresh:': '0.4933', 'vagueness': 'same', 'caption_true': 'The green triangle is a small object', 'k': '0.3529'}, {'vagueness': 'same', 'prob_RH_R_false': '0.0', 'k': '0.3529', 'caption_false': 'The green triangle is a big object', 'dist_from_thresh': '0.4933'}]
17.png	[{'prob_RH_R_true': '1.0', 'dist_from_thresh:': '0.5798', 'vagueness': 'same', 'caption_true': 'The red square is a small object', 'k': '0.3529'}, {'vagueness': 'same', 'prob_RH_R_false': '0.0', 'k': '0.3529', 'caption_false': 'The red square is a big object', 'dist_from_thresh': '0.5798'}]
17.png	[{'prob_RH_R_true': '0.8459', 'dist_from_thresh:': '0.1225', 'vagueness': 'same', 'caption_true': 'The blue circle is a small object', 'k': '0.3529'}, {'vagueness': 'same', 'prob_RH_R_false': '0.1541', 'k': '0.3529', 'caption_false': 'The blue circle is a big object', 'dist_from_thresh': '0.1225'}]
18.png	[{'prob_RH_R_true': '0.8057', 'dist_from_thresh:': '0.1184', 'vagueness': 'same', 'caption_true': 'The blue square is a small object', 'k': '0.2772'}, {'vagueness': 'same', 'prob_RH_R_false': '0.1943', 'k': '0.2772', 'caption_false': 'The blue square is a big object', 'dist_from_thresh': '0.1184'}]
18.png	[{'prob_RH_R_true': '1.0', 'dist_from_thresh:': '0.547', 'vagueness': 'same', 'caption_true': 'The yellow rectangle is a small object', 'k': '0.2772'}, {'vagueness': 'same', 'prob_RH_R_false': '0.0', 'k': '0.2772', 'caption_false': 'The yellow rectangle is a big object', 'dist_from_thresh': '0.547'}]
18.png	[{'prob_RH_R_true': '1.0', 'dist_from_thresh:': '0.547', 'vagueness': 'same', 'caption_true': 'The blue triangle is a small object', 'k': '0.2772'}, {'vagueness': 'same', 'prob_RH_R_false': '0.0', 'k': '0.2772', 'caption_false': 'The blue triangle is a big object', 'dist_from_thresh': '0.547'}]
18.png	[{'prob_RH_R_true': '0.9755', 'dist_from_thresh:': '0.2704', 'vagueness': 'same', 'caption_true': 'The green circle is a small object', 'k': '0.2772'}, {'vagueness': 'same', 'prob_RH_R_false': '0.0245', 'k': '0.2772', 'caption_false': 'The green circle is a big object', 'dist_from_thresh': '0.2704'}]
19.png	[{'prob_RH_R_true': '1.0', 'dist_from_thresh:': '0.577', 'vagueness': 'same', 'caption_true': 'The red circle is a small object', 'k': '0.2262'}, {'vagueness': 'same', 'prob_RH_R_false': '0.0', 'k': '0.2262', 'caption_false': 'The red circle is a big object', 'dist_from_thresh': '0.577'}]
19.png	[{'prob_RH_R_true': '1.0', 'dist_from_thresh:': '0.6546', 'vagueness': 'same', 'caption_true': 'The blue circle is a small object', 'k': '0.2262'}, {'vagueness': 'same', 'prob_RH_R_false': '0.0', 'k': '0.2262', 'caption_false': 'The blue circle is a big object', 'dist_from_thresh': '0.6546'}]
19.png	[{'prob_RH_R_true': '1.0', 'dist_from_thresh:': '0.6789', 'vagueness': 'same', 'caption_true': 'The white triangle is a small object', 'k': '0.2262'}, {'vagueness': 'same', 'prob_RH_R_false': '0.0', 'k': '0.2262', 'caption_false': 'The white triangle is a big object', 'dist_from_thresh': '0.6789'}]
